offer_id,brand,title,description,price,currency,cluster_id,true_catalog_id
42916115,,Ubiquiti UniFi Video Camera G3-Bullet Infrared IR 1080P HD Video- 802.3af is embedded,Ubiquiti UniFi Video Camera G3-Bullet Infrared IR 1080P HD Video- 802.3af is embedded,226.55,AUD,192122,71275365
67017951,,Ubiquiti UniFi Protect Video Security,Ubiquiti's UniFi Protect offers all the flexibility one would need for their home security needs. Here's our full review.,,,1649038,73802374
95470083,TP-Link,"Omada EAP225 Outdoor, Access Point",,27335,,6665678,31785582
5483712,Samsung,Samsung SSD860 PRO series 1TB ( 560MB/s Read 530MB/s ),"SSD 860 PRO SATA III 2.5"", 1TB, V-NAND 3D",281.95,EUR,158919,9940059
31133163,,AMD CPU RYZEN 9 3900XT BOX WITHOUT COOLER,CPU AMD RYZEN 9 3900XT BOX WITHOUT COOLER,548.62,EUR,32777,13110023
25553062,RAM,"RAM Motorbike Stem 25mm (1\"") Ball (RAM-B-342U)","This part is designed to fit into the cylindrical bore wall of fork stems and will work with stems that measure from 12 - 18mm (.5\"" – .71\"") at the following intervals:MetricStandard12mm.5\""14mm.55\""16mm.63\""18mm.71\""",32.00,AUD,2039173,94367933
92333161,,"Samsung T7 Touch Portable SSD 1TB,USB3.2, Type-C, R/W(Max) 1,050MB/s, Aluminium Case, Fingerprint...","Mpn: MU-PC1T0K/WWVendor: SAMSUNGSamsung T7 Touch Portable SSD 1TB,USB3.2, Type-C, R/W(Max) 1,050MB/s, Aluminium Case, Fingerprint Password Security, Black, 3 Years WarrantyFingerprint SecurityRead up to 1,050 MB/sec Seq. Write up to 1,000 MB/sec Seq.USB 3.2Shock Resistant",291.00,AUD,1458655,87567643
17111827,,Maxxis Assegai Folding Tyre - All Sizes 27.5 x 2.5 WT 3C MT EXO+,,,,275948,7114245
7781722,RAM Mount,RAM Mount Dual Suction Cup Base with with Universal AMPs Hole Pattern,RAM Mount Dual Suction Cup Base with with Universal AMPs Hole PatternThe RAM-B-189BU is a dual suction base that will allow you to mount a range of compatible RAM components (sold separately) onto a suction-compatible surface.What you get:1 x RAM Double Suction Cup Base with Universal AMPs Hole Patt,60.00,AUD,4656590,80380534
41616522,,TP-Link EAP225-Outdoor Wireless-AC1200 MU-MIMO Gigabit Indoor/Outdoor Access Point (Warranty 3years with TPLink SG),Warranty : 3 Years with TP Link,169.00,SGD,233795,36061219
73147765,,DISCO DURO EXT USB3.0 2.54TB WD MY PASSPORT NEGRO,"Western Digital My Passport 4TB, Unidad de disco duro, 3.0 (3.1 Gen 1), Micro-USB B, Windows 10 Education, Windows 10 Education x64, Windows 10 Enterprise, Windows 10 Enterprise x64, Wi, 256-bit AES, Negro",127.56,EUR,3880206,16338439
24503885,Shimano,Shimano Deore XT Shadow+ RD-M786 3x10 Long MTB Rear Derailleur Black,Features• 10-speed Dyna-Sys system design for consistent shift effort through all positions • Advanced Light Action provides smooth and effortless shifting for long term riding • Shadow+ stabilizer adjusts the spring resistance against the chain for normal riding and rough riding conditions • Low pr,192.99,AUD,2738637,19543686
56902092,Jabra,Jabra BIZ 2400 II DQ Duo NC WB Corded Headset,,209,USD,472648,30633820
47393203,,Corsair VENGEANCE LPX 32GB (2 x 16GB) DDR4 2666MHz CL16 RAM - CMK32GX4M2A2666C16,Corsair VENGEANCE LPX 32GB (2 x 16GB) DDR4 DRAM 2666MHz CL16 Memory Kit - Black - (CMK32GX4M2A2666C16),166.99,CAD,861125,18159593
94886095,,"5 Burner Blaze LTE Grill with Lights (40\"") - LP","5 Burner Blaze LTE Grill with Lights (40\"")",2.19999E3,USD,4825180,58597448
29871538,Evans,Evans EC2S Series Clear Two-Ply Drumheads | 8 Inch,"Evans EC2S series features two plies of 7mil film with optimized attack, tone, length of sustain and ease of tuning for each size head. The Sound Shaping Technology (SST) Edge Control ring mounted on the underside delivers an extremely well balanced and pre-EQ'd sound across the full kit by varying ",17.66,USD,2453362,88973968
84550965,,Evolis Zenius & Primacy Black Printer Ribbon RCT023NAA,Evolis Zenius 2 and Primacy Black Monochrome ribbon.2000 prints per roll.Use with Evolis Zenius 2 ID Card printers.Minimum purchase of 3 ribbons.,19.95,USD,1794890,45620476
14287942,Omega,Planet Ocean 600M Omega Co-Axial Chronograph 45.5mm 232.30.46.51.01.002,"Planet Ocean 600M Omega Co-Axial Chronograph 45.5mm It was with OMEGA's maritime legacy in mind that the brand launched its Planet Ocean line in 2005. The stylish OMEGA Seamaster Planet Ocean 600M pays homage to OMEGA's dive watch heritage.This model, with its scratch-resistant sapphire crystal, fea",8000,USD,5409130,25758185
34072942,,LaCie Rugged Thunderbolt USB-C 4TB,,,,1073295,22745274
34840580,,WS-C2960L-16TS-LL Cisco Catalyst 2960L Network Switch (Refurb),"REFURBISHED - Cisco 2960L Ethernet Switch - 16 x 10/100/1000 Ethernet Ports, 2 x SFP Uplink - Fanless (WS-C2960L 16TS LL)",277.00,USD,2751694,27210717
54726010,ASUS,"ASUS AM4 TUF Gaming X570-Plus ATX Motherboard with PCIe 4.0, Dual M.2, 12+2 with Dr. MOS Power Stage, HDMI, DP, SATA 6Gb/s, USB 3.2 Gen 2 and Aura Sync RGB Lighting","Powered by AMD Ryzen 2nd and 3rd AM4 processors, the ASUS TUF Gaming x570-plus delivers 24/7 performance. Unleash your system's full potential with military-grade TUF components, while personalizing your build with AURA Sync lighting. Integrated dual M. 2, Gigabit LAN and USB 3. 2 Gen2 deliver maxim",189.99,USD,617064,10155621
47836060,Samsung,"Samsung Curved Monitor C27F390FHU LED »68,6 cm (27), Full HD, 1920 x 1080«",,159.00,EUR,709380,21918296
25695113,,"UVC-G4-PROUbiquiti Professional Indoor/Outdoor, 4K Video, 3x Optical Zoom, and POE support",,3.05,GHS,788533,72029794
39609812,,"BenQ 27 inch 4K PhotoVue Photographer Monitor (SW271), 3840x2160 UHD, HDR, 99% Adobe RGB, 100% sRGB, Rec.709, DCI-P3 Colour Space, Hardware Calibration, IPS,14-bit 3D LUT, GamutDuo, USB-C, DP, HDMI","AQCOLOR Technology : 99% Adobe RGB coverage, hardware calibration support for accurate colours for photography High Dynamic Range (HDR): for sharpened brightness and incredible details Hardware Calibration with Palette Master Element Software : Tune and maintain the colour performance of the monitor",,,466745,42191064
27174300,ASUS,ASUS NVIDIA GeForce GTX 1660 6GB Dual EVO OC Edition Turing Graphics Card,"ASUS GeForce GTX 1660 DUAL EVO OC 6GB GDDR5 VR Ready Graphics Card, 1408 Core, 1500MHz GPU, 1845MHz Boost",224.99,GBP,742606,1425916
10096449,Hydro Flask,21 oz Standard Mouth Water Bottle,"Your perfect travel companion.Keep life moving with our 21 oz bottle and Standard Flex Cap. It stashes easily into a small shoulder bag, your pack’s side pocket, or your car cup holder, and holds enough ice cold goodness to keep you going for hours without weighing you down. No wonder it's one of ou",32.95,USD,1446023,28179113
13856689,Seagate,"Seagate FireCuda Gaming SSHD 2TB 3.5\"" 7200RPM 64MB SATA3 ST2000DX002","Seagate FireCuda Gaming SSHD 2TB 3.5\"" 7200RPM 64MB Cache Sata 3 Sabit Disk ST2000DX0022Tb 7200Rpm Sata3 64Mb SshdKapasite2 TbForm Faktr (Inch)3,5Dn Hz (Rpm)7200,0ArabirimSata 6.0Gb/SKapasite (Gb)2000n Bellek (Mb)64,0Sat Garanti Sresi (Ay)24Balant TipiSata 3Cache Bellek64 MBDisk Boyutu3,5 inDn Hz720",,,665327,30523276
10409666,,Canon EF-M 18-150mm f/3.5-6.3 IS STM Lens - Graphite,"A versatile mirrorless zoom lens for shooting sharp images and movies in smooth, quiet focus",519.0,EUR,3160384,65837617
28064033,,Diver 300M 42mm STEEL SEDNA GOLD ON STEEL SEDNA GOLD 210.20.42.20.03.002,,62488,TRY,52358297,49769546
41707094,,Royal Oak Offshore Chronograph Rose Gold 26470OR.OO.1000OR.02,"UNWORNAudemars Piguet Royal Oak Offshore Chronograph Rose Gold 26470OR.OO.1000OR.02. 42mm 18ct rose gold case, fixed 18ct rose gold bezel, grey ruthenium-toneddial featuring “grand tappiserie” pattern and a date indicator at 3 o’clock, automatic movement with chronograph function, on an 18ct rose go",47995,GBP,14143134,15071592
79599413,EPSON,"EPSON Multipack fr EPSON Stylus Photo R200 / R300 Inhalt: je 1x light cyan, cyan, light magenta, magenta, gelb, schwarz (neu: C13T04874010 / alt: C13T048140A0) R220 / R320 / R340 / RX500 / RX600 / RX620 / RX640",,99.41,,2334631,25641839
25097962,,Impresora brother hl-l8360cdw laser color 31 ppm / 15 ppm bandeja entrada 250h wifi,Impresora brother hl-l8360cdw laser color 31 ppm / 15 ppm bandeja entrada 250h wifi,350.17,EUR,323596,80212720
14986077,,TAG Heuer Calibre 16 – Automatic Chronograph,Calibre 16 – Automatic Chronograph,4.15E3,USD,37455178,65070903
75910021,,TP-LINK - 300Mbps Access Point,TP-LINK 300Mbps Access Point (EAP110) - Hastighet: 300Mbps - Type: Aksesspunkt,551.00,NOK,2124537,15529664
47322028,Corsair,Corsair Vengeance Lpx 16 Gb (2x8 Gb) Ddr4 Dram Dimm 3200 M Hz C16 Black Heat Spreader,Designed for high-performance overclocking on Intel 100 Series motherboardsVengeance LPX memory i...,0.0,AUD,760884,26140067
19945710,,Epson 29 (T2982) Inktcartridge Cyaan,Epson inkjet T2982 Cyaan 3.2 ml,8.3E0,EUR,217603,13899039
68956375,ASUS,Asus DUAL-GTX1660S-O6G-EVO 6GB 192Bit GDDR6,Bus YapsPCI Express x16Chipset reticisiNvidiaBellek TeknolojisiGDDR6GPU Standart1530 MHzBellek Hz14 GbpsBellek6 GBznrlk7680*4320StandartlarOpen GL 4.6StandartlarMicrosoft DirectX 12StandartlarPCI Express 3.0Garanti Sresi36 AyBellek Arayz192 BitFan2 AdetLow ProfileHayrPort-DVI1Port-DP1Port-DSUBYokPor,,,964313,75223780
37122066,,1 Set D'Addario EJ16 Guitar Strings Light EJ16,1 Set D'Addario EJ16 Guitar Strings Light EJ16,7.92,USD,1297798,81830866
29862936,SanDisk,"SanDisk iXpand Flash Drive 64GB for iPhone and iPad, Black/Silver, (SDIX30N-064G-GN6NN)","SanDisk iXpand Flash Drive 64GB for iPhone and iPad, Black/Silver, (SDIX30N-064G-GN6NN)Designed with a flexible connector to fit through most iPhone cases. Automatically back up photos and videos from your camera, contacts. Quickly free up space on your iPhone (iPhone 5, iPhone 5c, iPhone 5s, iPhone",50.99,USD,279041,65504542
38128607,Sandisk,Sandisk USB Flash 64GB Cruzer Glide 2.0/3.0,,28.90,EUR,763994,72955297
5062948,,"Life Extension, Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support, 100 mg, 60 Softgels",,2297.17,PHP,187912,12706433
