flags,instruction,category,intent
BEL,I do not know what to do to call customer service,CONTACT,contact_customer_service
BK,switching to {{Account Category}} account,ACCOUNT,switch_account
BKL,edit information on {{Account Category}} account,ACCOUNT,edit_account
BLQ,i want help creating a {{Account Type}} account for my dad,ACCOUNT,create_account
BL,I try to check at what time I can reach customer assistance,CONTACT,contact_customer_service
BI,where can I cancel order {{Order Number}}?,ORDER,cancel_order
BIL,in what situations can I ask to be reimbursed?,REFUND,check_refund_policy
BCILQZ,"i have to find the biol #12588 how to do it",INVOICE,check_invoice
BL,I try to list the accepted payment options,PAYMENT,check_payment_methods
BCELMQVZ,i have paid {{Currency Symbol}}{{Refund Amount}} for an article want helo getting a rebate,REFUND,get_refund
BL,help with cancelling purchase {{Order Number}},ORDER,cancel_order
BILQ,can i see the ETA of the order {{Order Number}},ORDER,track_order
BLQ,wanna see what hours customer support available is,CONTACT,contact_customer_service
BL,I want support trying to change my address,SHIPPING,change_shipping_address
BCL,"I need to send some feedback about your services, help me",FEEDBACK,review
BIL,where do I check the status of purchase {{Order Number}}?,ORDER,track_order
BLQ,"i need help to get the bill #85632",INVOICE,get_invoice
BLQ,check in which situations can i request reimbursements,REFUND,check_refund_policy
BKLM,editing details on freemium account,ACCOUNT,edit_account
BL,"see the bill #00108",INVOICE,check_invoice
BLM,I am calling to check what delivery methods are available,DELIVERY,delivery_options
BLW,I want to talk to fucking customer assistance,CONTACT,contact_customer_service
BILM,can you help me see what shipment methods you offer?,DELIVERY,delivery_options
BILW,how to talk to a fucking person?,CONTACT,contact_human_agent
BLQ,need to cancel purchase {{Order Number}},ORDER,cancel_order
BCIL,"I need to see my invoice #12588, how can I do it?",INVOICE,check_invoice
BLQW,i want assistance removing my damn {{Account Type}} account,ACCOUNT,delete_account
B,"help to check invoice #37777",INVOICE,check_invoice
BL,help me set up a different delivery address,SHIPPING,set_up_shipping_address
BQZ,I'm waiting for a refund of {{Refund Amount}} dollrs,REFUND,track_refund
BCL,"I want to see the termination fee, help me",CANCEL,check_cancellation_fee
BCIL,"I want to speak with customer assistance, can you help me?",CONTACT,contact_customer_service
BILPZ,would it be possible to close my standard account ?,ACCOUNT,delete_account
BL,help me to open a premium account for my daughter,ACCOUNT,create_account
BL,I want assistance cancelling purchase {{Order Number}},ORDER,cancel_order
BLM,I try to see what delivery methods I can choose,DELIVERY,delivery_options
BILPW,how could I get in touch with fucking customer service?,CONTACT,contact_customer_service
BL,assistance to check the accepted payment modalities,PAYMENT,check_payment_methods
BL,I need to check the withdrawal charge,CANCEL,check_cancellation_fee
BILQ,how can i inform of a payment problem,PAYMENT,payment_issue
BELQZ,I'm looking for information about thbe forgotten access key,ACCOUNT,recover_password
BCIL,"I have got to download the bill #12588, how do I do it?",INVOICE,get_invoice
BILQ,what do i need to do to create a {{Account Category}} account,ACCOUNT,create_account
BLZ,I am waiting for a compensation of  {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund
BL,I need help to modify order {{Order Number}},ORDER,change_order
BL,I need help to see the current status of the refund,REFUND,track_refund
BILP,could I see your reimbursement policy?,REFUND,check_refund_policy
BQZ,I'm waiting for a refund of {{Refund Amount}} dollrs,REFUND,track_refund
BLQZ,i need assistance seeing the cancellation  charge,CANCEL,check_cancellation_fee
BCILP,"I would like to see my compensation status, how do I do it?",REFUND,track_refund
BLM,help earning a few of your article,ORDER,place_order
BLQ,need assistance notifying of an issue with sign-up,ACCOUNT,registration_problems
BIL,how can I get information about my newsletter subscription?,SUBSCRIPTION,newsletter_subscription
BIL,how to check how soon can I expect my item?,DELIVERY,delivery_period
BL,problem with cancelling purchase {{Order Number}},ORDER,cancel_order
BL,I want assistance canceling purchase {{Order Number}},ORDER,cancel_order
BILMQ,how can i demand refunds of my money,REFUND,get_refund
BILP,could you help me notify of an issue with a registration?,ACCOUNT,registration_problems
BL,I need assistance to make a complaint,FEEDBACK,complaint
BLM,I want assistance locating my invoices from {{Person Name}},INVOICE,check_invoice
BKLM,reimbursing {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund
BISZ,is it possible to order from {{Delivery City}} ?,DELIVERY,delivery_options
BILQZ,where can I resety my user profile pwd?,ACCOUNT,recover_password
BL,assistance to check the termination fee,CANCEL,check_cancellation_fee
BCIL,"I have to purchase an article, how can I do it?",ORDER,place_order
BKM,getting invoices from last purchase,INVOICE,get_invoice
BLQ,need help to swap an item of order {{Order Number}},ORDER,change_order
BKLQ,modifying info on standard account,ACCOUNT,edit_account
BL,show me in which situations can I ask to be refunded,REFUND,check_refund_policy
BILQ,is there an address to send feedback for ur products,FEEDBACK,review
BLM,I am trying to check what shipping methods are there,DELIVERY,delivery_options
BLM,I have problems with cancelling purchase {{Order Number}},ORDER,cancel_order
BELQ,i do not know how i can remove the premium account,ACCOUNT,delete_account
BILW,can you help me to speak with a bloody operator?,CONTACT,contact_human_agent
BILQZ,can i check thew status of my newsletter subscription,SUBSCRIPTION,newsletter_subscription
BLP,I would like to file a consumer reclamation,FEEDBACK,complaint
BLM,assistance to see what shipping options I can choose,DELIVERY,delivery_options
BKLMZ,modifu details on {{Account Category}} account,ACCOUNT,edit_account
BLQZ,need assistance checking the termiation fee,CANCEL,check_cancellation_fee
BLZ,I need help to set my secondeary shipping address up,SHIPPING,set_up_shipping_address
B,I want to create a {{Account Type}} account,ACCOUNT,create_account
BLW,I don't know how I can get my goddamn invoice from {{Person Name}},INVOICE,get_invoice
BELN,I cannot recover my user PIN,ACCOUNT,recover_password
BL,I want help to talk to customer service,CONTACT,contact_customer_service
BELQZ,i do not know how i can see ur payhment options,PAYMENT,check_payment_methods
BILQZ,how doi see at what time i can reach customer support,CONTACT,contact_customer_service
BLM,help me check what delivery methods I have,DELIVERY,delivery_options
BL,help lodging a reclamation against your business,FEEDBACK,complaint
BL,I want help changing to the {{Account Category}} account,ACCOUNT,switch_account
BIL,where can I cancel purchase {{Order Number}}?,ORDER,cancel_order
BL,I don't know what I have to do to cancel my {{Account Type}} account,ACCOUNT,delete_account
BL,I need assistance to get a reimbursement,REFUND,get_refund
BL,change to the {{Account Category}} account,ACCOUNT,switch_account
BELMN,I cannot notify of issues with signup,ACCOUNT,registration_problems
BLQZ,need asisstance to cancel my subscription to the newsletter,SUBSCRIPTION,newsletter_subscription
BLQZ,assistance to see what hours i can contact customersupport,CONTACT,contact_customer_service
BQ,i need assistance creating a {{Account Type}} account,ACCOUNT,create_account
BCILNP,"I can't afford order {{Order Number}}, could you cancel it?",ORDER,cancel_order
BL,I need assistance cancelling purchase {{Order Number}},ORDER,cancel_order
BLM,I need assistance to inform of issues with online payments,PAYMENT,payment_issue
BILP,how could I make a consumer claim against your company?,FEEDBACK,complaint
BQZ,need to create an {{Account Category}} account,ACCOUNT,create_account
BLMQ,want assistance solving problems with payment,PAYMENT,payment_issue
BIL,how to use the premium profile?,ACCOUNT,switch_account
BKLM,modify details on {{Account Type}} account,ACCOUNT,edit_account
BL,see the bill from {{Person Name}},INVOICE,check_invoice
BIL,how do I make a consumer claim against your business?,FEEDBACK,complaint
BLM,assistance reporting issues with sign-up,ACCOUNT,registration_problems
BILQ,is it possible to retrieve the pass of my user profile?,ACCOUNT,recover_password
BL,I want help to earn something,ORDER,place_order
BIL,what do I need to do to locate purchase {{Order Number}}?,ORDER,track_order
BILQ,where do i list the accepted payment modalities,PAYMENT,check_payment_methods
BKL,delete standard account,ACCOUNT,delete_account
BLQ,have a problem with the cancellation of my gold account,ACCOUNT,delete_account
BLQ,I don't know how to reset the pwd of my user profile,ACCOUNT,recover_password
BELW,I do not know what to do to remove a damn platinum account,ACCOUNT,delete_account
BILMQ,where do i receive compensations of my money,REFUND,get_refund
BKL,opening new pro account for daughter,ACCOUNT,create_account
BILQZ,uhave a way to send a reivew,FEEDBACK,review
BLQ,want assistance to notify of a problem with payment,PAYMENT,payment_issue
BL,check at what time I can call customer support,CONTACT,contact_customer_service
BKL,creating new {{Account Category}} account for daughter,ACCOUNT,create_account
BLW,I need help to leave a goddamn opinion about a product,FEEDBACK,review
BILW,is it possible to talk to damn customer support?,CONTACT,contact_customer_service
BLW,error entering a goddamn different shipping address,SHIPPING,set_up_shipping_address
BL,I need assistance to switch to a new account,ACCOUNT,switch_account
BKZ,order  {{Order Number}} status,ORDER,track_order
BL,show me how long it takes for the product to arrive,DELIVERY,delivery_period
BILP,could you help me to see how soon can I expect the product?,DELIVERY,delivery_period
BIQ,how long until i get my money back,REFUND,get_refund
BL,I need assistance to reset my user profile password,ACCOUNT,recover_password
BKL,change to {{Account Type}} account,ACCOUNT,switch_account
BIQZ,can uhlep me use the {{Account Type}} account,ACCOUNT,switch_account
BKLZ,opdn {{Account Type}} account,ACCOUNT,create_account
B,I don't know what to do to create a {{Account Type}} account,ACCOUNT,create_account
BL,I have to see how long it takes for the shipment to arrive,DELIVERY,delivery_period
BL,I don't know how to open a freemium account,ACCOUNT,create_account
BILQ,how do i purchase an item,ORDER,place_order
BIL,how to add an article to purchase {{Order Number}}?,ORDER,change_order
BCEILMNQ,i cannot create a profile where to notify of signup issues,ACCOUNT,registration_problems
BL,show me the early exit penalty,CANCEL,check_cancellation_fee
BL,I need to see how soon can I expect my purchase,DELIVERY,delivery_period
BLQ,i dont know what i need to do to change to the gold account,ACCOUNT,switch_account
BLM,give me information about opening standard accounts,ACCOUNT,create_account
BELZ,I am  having an error trying to register,ACCOUNT,registration_problems
BL,help to check in what situations can I request a refund,REFUND,check_refund_policy
BCIL,"I want to see how soon can I expect the order, how to do it?",DELIVERY,delivery_period
BL,I want assistance deleting my standard account,ACCOUNT,delete_account
BIL,where to check what payment payment modalities you accept?,PAYMENT,check_payment_methods
BLM,problems with canceling purchase {{Order Number}},ORDER,cancel_order
BLQ,i dont know how to talk to an operator,CONTACT,contact_human_agent
BIQ,can ushow me ur refund policy,REFUND,check_refund_policy
BL,help seeing in which situations can I request my money back,REFUND,check_refund_policy
BILQ,where do i retrieve my profile key,ACCOUNT,recover_password
BLMQ,i want assistance checking the termination penalties,CANCEL,check_cancellation_fee
BLMQ,i dont know how i can check what delivery methods i have,DELIVERY,delivery_options
BQ,i need help getting the invoice from {{Person Name}},INVOICE,get_invoice
BIL,how can I see how long it takes for the package to arrive?,DELIVERY,delivery_period
BKL,changing to {{Account Category}} account,ACCOUNT,switch_account
BCIL,"I have to receive your newsletter, can you help me?",SUBSCRIPTION,newsletter_subscription
BKL,modify {{Account Type}} account,ACCOUNT,edit_account
BIL,how to see the options for shipping?,DELIVERY,delivery_options
BIQSZ,is it possibleto place an order from {{Delivery City}},DELIVERY,delivery_options
BILQ,can uhelp me notifying of a registration issue,ACCOUNT,registration_problems
BL,I don't know how to unsubscribe from your newsletter,SUBSCRIPTION,newsletter_subscription
BL,I call to send my feedback about your services,FEEDBACK,review
BEL,I do not know what I need to do to acquire a product,ORDER,place_order
BLZ,help me notify of an sign-up error,ACCOUNT,registration_problems
BKLM,get bills from {{Person Name}},INVOICE,get_invoice
BILMQWZ,were do i receive bloody compensations of my money,REFUND,get_refund
BL,help canceling my subscription to your newsletter,SUBSCRIPTION,newsletter_subscription
BILMP,how could I check what shipping options are available?,DELIVERY,delivery_options
BLSZ,shipmetns to {{Delivery City}},DELIVERY,delivery_options
BL,assistance filing a customer complaint against your business,FEEDBACK,complaint
BEL,I do not know how to restore my user PIN code,ACCOUNT,recover_password
BEL,I do not know how I can set up my shipping address,SHIPPING,set_up_shipping_address
BKLZ,"get ibll #37777",INVOICE,get_invoice
BL,I need to create a {{Account Type}} account,ACCOUNT,create_account
BL,tell me at what time I can call customer assistance,CONTACT,contact_customer_service
BLNQ,i no longer want order {{Order Number}},ORDER,cancel_order
BQ,i expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund
BKL,check bill from {{Person Name}},INVOICE,check_invoice
BILP,could you help me seeing the status of my refund?,REFUND,track_refund
BK,remove something from order {{Order Number}},ORDER,change_order
BLM,I try to purchase some articles,ORDER,place_order
BL,assistance seeing how long reimbursements usually take,REFUND,check_refund_policy
BL,help to see at what time customer service available is,CONTACT,contact_customer_service
BCIMP,"I can't find the cancellation fees, will you help me?",CANCEL,check_cancellation_fee
BCIL,"I have got to talk to someone, can you help me?",CONTACT,contact_human_agent
BQ,i need assistance to cancel order {{Order Number}},ORDER,cancel_order
BKLMZ,editting details on standard account,ACCOUNT,edit_account
BKL,locate order {{Order Number}},ORDER,track_order
BCL,"I ordered some item, cancel purchase {{Order Number}}",ORDER,cancel_order
BL,help me checking the withdrawal fee,CANCEL,check_cancellation_fee
BIP,how could I check your money back policy?,REFUND,check_refund_policy
BIL,is it possible to change to the {{Account Type}} account?,ACCOUNT,switch_account
BEL,I cannot set up my delivery address,SHIPPING,set_up_shipping_address
B,I need to change order {{Order Number}},ORDER,change_order
BK,ETA of order {{Order Number}},ORDER,track_order
BLQ,i dont know how i can check ur reimbursement policy,REFUND,check_refund_policy
BILQ,is it possible to see how soon can i expect my delivery,DELIVERY,delivery_period
BL,assistance to speak to an operator,CONTACT,contact_human_agent
BILMQ,how can i ask for rebates of my money,REFUND,get_refund
BIL,how can I see the current status of my refund?,REFUND,track_refund
BKL,create {{Account Type}} account for wife,ACCOUNT,create_account
BLQ,need help to leave feedback for ur products,FEEDBACK,review
BL,I don't know how I can list the allowed payment methods,PAYMENT,check_payment_methods
BLMQ,i want assistance to obtain reimbursements of money,REFUND,get_refund
BLMN,I can't notify of issues with a registration,ACCOUNT,registration_problems
BL,I want assistance retrieving my user profile key,ACCOUNT,recover_password
BL,I need assistance correcting purchase {{Order Number}},ORDER,change_order
BLQ,i have to use the {{Account Category}} profile,ACCOUNT,switch_account
BLQ,i have got to file a claim against ur business,FEEDBACK,complaint
BIQ,what do i have to do to contact an agent,CONTACT,contact_human_agent
BELQZ,i do not know how i can see the avalable payment methods,PAYMENT,check_payment_methods
BILPW,would it be possible to notify of a fucking signup error?,ACCOUNT,registration_problems
BLQ,i need help seeing the cancellation charge,CANCEL,check_cancellation_fee
BLZ,I need assistance to earn na item,ORDER,place_order
BLMQ,i dont know how i can report a trouble with payments,PAYMENT,payment_issue
BCEILNP,"I cannot sign up, could I inform of a registration issue?",ACCOUNT,registration_problems
BIS,is it possible to place an order from {{Delivery Country}}?,DELIVERY,delivery_options
BILMQ,where do i get my bills from {{Person Name}},INVOICE,get_invoice
BCL,"I have got to see the ETA of order {{Order Number}}, I need help",ORDER,track_order
BKLZ,modify ordfer {{Order Number}},ORDER,change_order
BIL,can you show me what hours I can reach customer assistance?,CONTACT,contact_customer_service
BLM,assistance to swap several items of order {{Order Number}},ORDER,change_order
BLQ,i have got to create a {{Account Category}} account,ACCOUNT,create_account
BQ,i want assistance cancelling order {{Order Number}},ORDER,cancel_order
BIL,can I check purchase {{Order Number}} status?,ORDER,track_order
BL,see under which circumstances can I ask for refunds,REFUND,check_refund_policy
BLQ,want assistance to switch something of purchase {{Order Number}},ORDER,change_order
BIL,how to see if there is anything wrong with the restitution?,REFUND,track_refund
BLZ,I don't knos how to check when my package is going to arrive,DELIVERY,delivery_period
BLPZ,I don't know how I could oen a premium account for my fiance,ACCOUNT,create_account
BCL,"I have to contact customer support, help me",CONTACT,contact_customer_service
BCILQZ,need to get the bill from {{Person Name}} can uhelp m,INVOICE,get_invoice
BZ,Iwant assistance canceling order {{Order Number}},ORDER,cancel_order
BLM,I want assistance solving a trouble with payments,PAYMENT,payment_issue
BEL,I do not know how to cancel my premium account,ACCOUNT,delete_account
BLQ,i need assistance seeing the early exit charge,CANCEL,check_cancellation_fee
BLMQZ,need help changing some articles  of order {{Order Number}},ORDER,change_order
BCILPQ,i have got to retrieve my account pin how could i do it,ACCOUNT,recover_password
BILMQ,how do i check what delivery methods are available,DELIVERY,delivery_options
BL,I have got to contact a human agent,CONTACT,contact_human_agent
BLQ,i expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund
BILM,how do I get compensations?,REFUND,get_refund
BLM,I don't know how to see the early exit charges,CANCEL,check_cancellation_fee
BILMZ,how do I notify of issues with registrations ?,ACCOUNT,registration_problems
BL,assistance notifying of a signup problem,ACCOUNT,registration_problems
BLP,I would like to see the termination fee,CANCEL,check_cancellation_fee
BL,I want assistance seeing your accepted payment methods,PAYMENT,check_payment_methods
BIL,can you help me remove something from purchase {{Order Number}}?,ORDER,change_order
BILQZ,how do i cyat with a person,CONTACT,contact_human_agent
BLQ,want help leaving some feedback,FEEDBACK,review
BILP,could I see the shipment options?,DELIVERY,delivery_options
BQ,wanna know about the subscription to ur company newsletter,SUBSCRIPTION,newsletter_subscription
BLQ,want help to check in what situations can i ask for refunds,REFUND,check_refund_policy
BLQ,i need help setting up my secondary delivery address,SHIPPING,set_up_shipping_address
BLZ,support submitting the deoivery address,SHIPPING,set_up_shipping_address
BILMQ,how to edit some of the details on my user account,ACCOUNT,edit_account
BIL,where can I check what hours I can call customer service?,CONTACT,contact_customer_service
BL,problem with the cancellation of a {{Account Category}} account,ACCOUNT,delete_account
BL,I don't know how I can get a restitution of my money,REFUND,get_refund
BQZ,want assitsance using the platinum account,ACCOUNT,switch_account
BL,I want assistance ordering an article,ORDER,place_order
BLMQ,I'm trying to see the early exit fees,CANCEL,check_cancellation_fee
BLQ,i have got to check the available payment options,PAYMENT,check_payment_methods
BILQ,can i subscribe to ur corporate newsletter,SUBSCRIPTION,newsletter_subscription
BILQ,how do i change a product of purchase {{Order Number}},ORDER,change_order
BILQ,can ya help me seeing if there is anything new on the refund,REFUND,track_refund
BL,I need to write an opinion for your products,FEEDBACK,review
BLQZ,I'm waiting for a reimbursement of 1499dollars,REFUND,track_refund
BEL,I do not know what to do to change to the {{Account Type}} account,ACCOUNT,switch_account
BLQ,I'm trying to lodge a customer claim against ur organization,FEEDBACK,complaint
BCL,"I have got to cancel purchase {{Order Number}}, help me",ORDER,cancel_order
BMQ,need help removing several items from order {{Order Number}},ORDER,change_order
BELQZ,"i  do not know what i need to do to see the bill #85632",INVOICE,check_invoice
BL,I don't know how to check the available payment methods,PAYMENT,check_payment_methods
BCILQ,wanna locate my invoice from {{Person Name}} how do i do it,INVOICE,check_invoice
BLQ,want help restoring the pin code of my user account,ACCOUNT,recover_password
BILQ,can uhelp me to use the {{Account Category}} profile,ACCOUNT,switch_account
BL,help switching something of purchase {{Order Number}},ORDER,change_order
BILQ,can uhelp me to chat with somebody,CONTACT,contact_human_agent
BLMZ,I want help informingof troubles with online payments,PAYMENT,payment_issue
BIQS,do ya deliver to {{Delivery Country}},DELIVERY,delivery_options
BLM,I have troubles entering a different shipping address,SHIPPING,set_up_shipping_address
BL,help me notifying of an error with a sign-up,ACCOUNT,registration_problems
BELM,I do not know how to check what shipping methods are there,DELIVERY,delivery_options
BIL,can you help me to retrieve the key of my user?,ACCOUNT,recover_password
BLQ,i need assistance to see the refund status,REFUND,track_refund
BL,help me seeing what payment options you accept,PAYMENT,check_payment_methods
BL,assistance with canceling purchase {{Order Number}},ORDER,cancel_order
BCILP,"I haven't signed up, could I create a {{Account Type}} account with you?",ACCOUNT,create_account
BILW,what do I need to do to get my goddamn bill from {{Person Name}}?,INVOICE,get_invoice
BILQZ,is there an section to send my feedback for a product,FEEDBACK,review
BKL,editing {{Account Type}} account,ACCOUNT,edit_account
BLQ,i want help to see the early termination charge,CANCEL,check_cancellation_fee
BLQ,i dont know what to do to restore my profile password,ACCOUNT,recover_password
BLQ,I'm calling to see when my delivery is gonna arrive,DELIVERY,delivery_period
BLM,I need help checking the early termination penalties,CANCEL,check_cancellation_fee
BKL,check order {{Order Number}} current status,ORDER,track_order
BLMQ,i need assistance acquiring several items,ORDER,place_order
BLM,I don't know what I have to do to report payment problems,PAYMENT,payment_issue
BCL,"I am waiting for a compensation of {{Currency Symbol}}{{Refund Amount}}, was it processed",REFUND,track_refund
BCILQZ,"I can't remembner my pass, can you help me to retrieve it?",ACCOUNT,recover_password
BKLM,update details on freemium account,ACCOUNT,edit_account
B,I try to switch to the premium account,ACCOUNT,switch_account
BILM,where do I get rebates of my money?,REFUND,get_refund
BLQ,need help talking with an operator,CONTACT,contact_human_agent
BL,consumer reclamation,FEEDBACK,complaint
BILQ,what do i have to do to restore the pwd of my user account,ACCOUNT,recover_password
BK,create gold account,ACCOUNT,create_account
BIL,how can I check how long it takes for my parcel to arrive?,DELIVERY,delivery_period
BILQ,what do i need to do to use the premium profile,ACCOUNT,switch_account
BCL,"I am very unhappy with your service, I try to lodge a claim",FEEDBACK,complaint
BIL,how do I retrieve the password of my user profile?,ACCOUNT,recover_password
BCILQZ,i have to see how soon can i expect my package how to do ig,DELIVERY,delivery_period
BILQZ,how can i speak with an assistznt,CONTACT,contact_human_agent
BL,I want help to check how long reimbursements take,REFUND,check_refund_policy
BKL,opening new {{Account Category}} account for daughter,ACCOUNT,create_account
BIL,can I receive your company newsletter?,SUBSCRIPTION,newsletter_subscription
BEMZ,I do not know what I have to do ot buy several items,ORDER,place_order
BL,I am trying to set up the new shipping address,SHIPPING,set_up_shipping_address
BLMQZ,i have problems with  cancelling purchase {{Order Number}},ORDER,cancel_order
BILQ,what do i have to do to remove my {{Account Type}} account,ACCOUNT,delete_account
BEQ,"i do not know what i have to do to get my invoice #85632",INVOICE,get_invoice
BELZ,"I do not know what I need to d to download the bill #37777",INVOICE,get_invoice
BL,modifying purchase {{Order Number}},ORDER,change_order
BLQ,show me in which situations can i request refunds,REFUND,check_refund_policy
BLM,help me seeing if there are any updates on the reimbursement,REFUND,track_refund
BELQ,"i do not know what i need to do to check the bill #85632",INVOICE,check_invoice
BKL,canceling premium account,ACCOUNT,delete_account
BCILP,"I would like to acquire something, how to do it?",ORDER,place_order
BL,I try to speak to customer service,CONTACT,contact_customer_service
BIL,is there an e-mail to submit a comment for your services?,FEEDBACK,review
BKL,changing to {{Account Type}} account,ACCOUNT,switch_account
BLM,I don't know what to do to purchase some of your article,ORDER,place_order
BQ,i need help to create a platinum account,ACCOUNT,create_account
BLQ,i dont know what i have to do to see the rebate status,REFUND,track_refund
BCIL,"I want to see the allowed payment methods, can you help me?",PAYMENT,check_payment_methods
BI,is it possible to check the ETA of order {{Order Number}}?,ORDER,track_order
BIQ,"can uhelp me take a quick look at my invoice #00108",INVOICE,check_invoice
BLQZ,need to check how soon can i ezpect my package,DELIVERY,delivery_period
BKL,modifying information on platinum account,ACCOUNT,edit_account
BIL,where do I lodge a claim against your business?,FEEDBACK,complaint
BCELQ,i no longer use the pro account I'm trying to delete it,ACCOUNT,delete_account
BILMQ,how do i demand refunds of my money,REFUND,get_refund
BELMQ,i do not know how to see the withdrawal penalties,CANCEL,check_cancellation_fee
BL,I need help to submit the delivery address,SHIPPING,set_up_shipping_address
BCILP,"I have got to leave feedback, could I get some help?",FEEDBACK,review
BKLM,show withdrawal fees,CANCEL,check_cancellation_fee
BLM,I need assistance purchasing several products,ORDER,place_order
BLQZ,assistance to make a customer claim agaisnt ur organization,FEEDBACK,complaint
BELQ,i do not know how to see when my delivery is gonna arrive,DELIVERY,delivery_period
BL,I need assistance recovering my account access key,ACCOUNT,recover_password
BLQ,i want help talking with somebody,CONTACT,contact_human_agent
B,I want assistance checking my refund status,REFUND,track_refund
BIS,can I place an order from {{Delivery City}}?,DELIVERY,delivery_options
BCILPQ,i have to receive the corporate newsletter could ya help me,SUBSCRIPTION,newsletter_subscription
BIL,can I unsubscribe from your newsletter?,SUBSCRIPTION,newsletter_subscription
BCIPQ,I'd like to use the {{Account Type}} account could uhelp me,ACCOUNT,switch_account
BCIL,"I need to check your allowed payment options, how to do it?",PAYMENT,check_payment_methods
BL,I don't know how I can close my platinum account,ACCOUNT,delete_account
BL,I want to see the status of order {{Order Number}},ORDER,track_order
BEL,I do not know how to inform of a sign-up problem,ACCOUNT,registration_problems
BIL,can you help me see purchase {{Order Number}} status?,ORDER,track_order
BL,I want help to cancel purchase {{Order Number}},ORDER,cancel_order
BL,I don't know what I have to do to see the restitution status,REFUND,track_refund
BCL,"I want to see the cancellation penalty, help me",CANCEL,check_cancellation_fee
BLM,I want assistance to solve a problem with payments,PAYMENT,payment_issue
BZ,I have a problpem with creating a standard account,ACCOUNT,create_account
BILQ,how to see the status of order {{Order Number}},ORDER,track_order
BELQ,i do not know what to do to contact a live agent,CONTACT,contact_human_agent
BIL,how do I see your available payment modalities?,PAYMENT,check_payment_methods
BILQ,is it possible to see in which cases can i ask for refunds,REFUND,check_refund_policy
BL,I want help to talk to an operator,CONTACT,contact_human_agent
BLQZ,"i dont know what to do tgo download the bill #12588",INVOICE,get_invoice
BILZ,"what do Ihave to do to download my invoice #85632?",INVOICE,get_invoice
BKM,check cancellation fees,CANCEL,check_cancellation_fee
BILQWZ,can uhelp me to add a bloody item topurchase {{Order Number}},ORDER,change_order
BL,"I don't know what I have to do to download my bill #37777",INVOICE,get_invoice
BKMZ,refunding{{Currency Symbol}}{{Refund Amount}},REFUND,get_refund
BCILN,"I don't have a pro account, can you help me to open one?",ACCOUNT,create_account
BCELMV,"I have paid {{Currency Symbol}}{{Refund Amount}} for an item, help me receiving a rebate",REFUND,get_refund
BILQ,where to see the ETA of order {{Order Number}},ORDER,track_order
B,I expect a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund
BLM,help me adding some products to order {{Order Number}},ORDER,change_order
BIL,how can I check how long it takes for the package to arrive?,DELIVERY,delivery_period
BL,I need help to leave feedback,FEEDBACK,review
BL,transferring to agent,CONTACT,contact_human_agent
BLP,I don't know how I could check my bill from {{Person Name}},INVOICE,check_invoice
BL,I need to report a problem with online payment,PAYMENT,payment_issue
BLQ,have a question about my {{Account Category}} account cancellation,ACCOUNT,delete_account
BQ,i dont know what to do to cancel order {{Order Number}},ORDER,cancel_order
BCIL,"I ain't registered yet, how can I open a standard account?",ACCOUNT,create_account
BIL,can you show me the withdrawal charge?,CANCEL,check_cancellation_fee
BIQS,is it possible to place an order from {{Delivery City}},DELIVERY,delivery_options
BILMQ,can ya help me get reimbursements,REFUND,get_refund
BCLMQ,need to change the details on my user profile help me,ACCOUNT,edit_account
BL,help me to see how soon can I expect the shipment,DELIVERY,delivery_period
BLQW,want assistance modifying the goddamn user info,ACCOUNT,edit_account
BM,help me check what delivery options I have,DELIVERY,delivery_options
BLZ,I don't know how to sybmit my secondary delivery address,SHIPPING,set_up_shipping_address
BL,assistance setting up a delivery address,SHIPPING,set_up_shipping_address
BL,help me calling customer assistance,CONTACT,contact_customer_service
BL,I want assistance cancelling the newsletter subscription,SUBSCRIPTION,newsletter_subscription
BCL,"I have to check the shipment options, help me",DELIVERY,delivery_options
BILPQZ,how could i edmand a refund of my money,REFUND,get_refund
BQ,i have a question about cancelling order {{Order Number}},ORDER,cancel_order
BLMQ,need to download the bills from {{Person Name}},INVOICE,get_invoice
BLQ,i expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund
BCL,"I want to delete an item from purchase {{Order Number}}, help me",ORDER,change_order
BL,talk to an operator,CONTACT,contact_human_agent
BL,help talking with an agent,CONTACT,contact_human_agent
BLQZ,i want help talking with an assistat,CONTACT,contact_human_agent
BLP,I don't know how I could speak to a human agent,CONTACT,contact_human_agent
BLQ,need assistance to cancel my freemium account,ACCOUNT,delete_account
BZ,I don't know what I have to do to get the invoice{{Invoice Number}},INVOICE,get_invoice
BLW,help me to receive the bloody newsletter,SUBSCRIPTION,newsletter_subscription
BILM,where to see what shipping methods you offer?,DELIVERY,delivery_options
BCILPQZ,wanna ope a premium account could i get some help,ACCOUNT,create_account
BL,I want help to locate order {{Order Number}},ORDER,track_order
BL,I have an issue entering a new shipping address,SHIPPING,set_up_shipping_address
BL,help me to check how soon can I expect my article,DELIVERY,delivery_period
BKL,editing information on freemium account,ACCOUNT,edit_account
BELQ,i do not know how to retrieve the pass of my user,ACCOUNT,recover_password
